at last|[ət lɑ:st]|phr.终于，最后|0|0
at least|[æt list]|phr.至少，起码|0|0
at midnight|[æt ˈmɪdnaɪt]|phr.在半夜|0|0
at once|[æt wʌns]|phr.立刻,马上|0|0
at school|[ət sku:l]|phr. 在学校|0|0
at sea|[æt siː]|phr.在大海上|0|0
at the beginning of|[æt ðə bɪˈɡɪnɪŋ ʌv]|phr.…起初，开始|0|0
at the end of|[æt ði ɛnd ʌv]|phr.在...结尾,到...尽头|0|0
at the head of|[æt ðə hɛd əv]|phr.在...的最前|0|0
at the moment|[æt ðə ˈmoʊmənt]|phr.此刻|0|0
at times|[æt taɪmz]|phr.有时,偶尔|0|0
at work|[æt wɜːrk]|phr. 在工作|0|0
attack|[ə'tæk]|n & v 攻击，袭击|0|0
attract|[əˈtrækt]|v.吸引|0|0
audience|[ɔ:diəns]|n.听众|0|0
aunt|[ænt]|n. 姨母,舅母,姑母,伯母,婶母|0|0
autumn|['ɔ:təm]|n.秋天,秋季|0|0
awake|[əˈweɪk]|adj.清醒的|0|0
away|[ə'wei]|adv.离开|0|0
baby|['beibi]|n.婴儿,幼畜|0|0
back|[bæk]|n.背部,后面|0|0
bad|[bæd]|adj.坏的|0|0
badly|['bædli]|adv.严重地，恶劣地|0|0
bag|[bæg]|n. 书包|0|0
baker|['beikə]|n.面包师|0|0
ball|[bɔːl]|n. 球|0|0
bamboo|[bæm'bu:]|n.竹子|0|0
banana|[bə'nɑ:nə]|n. 香蕉|0|0
bang|[bæŋ]|v. 猛敲,猛撞,砰砰作响|0|0
bank|[bæŋk]|n.(海,河,湖的)岸,堤|0|0
barn|[bɑ:n]|n.谷仓，堆物房；马房，牛舍|0|0
base|[beis]|v.以…作根据，基于|0|0
base on|[beis ɔn]|phr.以…（为）根据|0|0
baseball|[ˈbeɪsˌbɔl]|n.棒球|0|0
basket|[ˈbɑːskɪt]|n. 篮子|0|0
basketball|['bæs.kɪtˌbɔl]|n.蓝球|0|0
be|[bi:]|v.(am,is,are)是,成为|0|0
be afraid of|[bi əˈfreɪd ʌv]|phr.害怕|0|0
be awake|[biː əˈweɪk]|phr.醒着的|0|0
be busy doing|[bi 'bɪzi 'duɪŋ]|phr.忙于做…|0|0
be excited about|[bi ɪkˈsaɪtɪd əˈbaʊt]|phr.对…感到兴奋|0|0
be famous for|[bi 'feiməs fɔ:]|phr.因...而有名的|0|0
be filled with|[bi fild wið]|phr.用…充满|0|0
be full (of)|[bi fʊl]|(phr. 充满....的|0|0
be late for|[bi leit fɔ:]|phr.迟到|0|0
be made in|[bi meid in]|phr.在…生产或制造|0|0
be made of|[bi meid ɔv]|phr.由…组成，由…构成|0|0
be pleased with|[bi pliz wɪð]|phr.对…感到满意|0|0
be proud of|[bi praʊd ʌv]|phr.以……自豪（兴奋）|0|0
be used for|[bi ju:zd fɔ:]|phr.用于|0|0
be/get lost|[bi/get lɔst]|phr.迷失(道路)|0|0
beach|[biːtʃ]|n.海（河、湖）滩|0|0
bear|[bɛə]|n.熊|0|0
beat|[bit]|v.打败，敲打|0|0
beautiful|['bju:təfəl]|adj.美丽的,漂亮的|0|0
because|[bi'kɔ:z]|conj.因为|0|0
become|[bɪˈkʌm]|v.变得,变成,成为|0|0
bed|[bed]|n. 床|0|0
bedroom|[ˈbɛdruːm]|n. 卧室|0|0
beef|[bi:f]|n.牛肉|0|0
beeper|[bi:pə]|n.袖珍无线电传呼机,电话呼叫机|0|0
beer|[biə]|n.啤酒|0|0
before|[bi'fɔ:]|prep&adv.在..之前,以前|0|0
before long|[bɪˈfɔr lɔŋ]|phr.不久以后|0|0
beg|[beɡ]|v.恳求，乞求|0|0
beg one's pardon|[beɡ wʌnz ˈpɑrdn̩]|phr.请原谅，对不起|0|0
begin|[bi'gin]|v.开始,着手|0|0
beginning|[bɪˈɡɪnɪŋ]|n.开始，开端|0|0
behind|[bɪˈhaɪnd]|prep. 在...后面|0|0
believe|[bɪˈliːv]|v.相信,认为|0|0
below|[bɪˈloʊ]|prep.在...下,低于|0|0
beside|[bɪˈsaɪd]|prep. 在...旁边|0|0
best|[best]|adj&adv.最好的(地)|0|0
better|['betə]|adj.(good或well的比较级)更好的|0|0
between|[bɪˈtwiːn]|prep. 在(两者)之间|0|0
big|[bɪɡ]|adj. 大的|0|0
bike|[baik]|n. 自行车|0|0
bill|[bil]|n.帐单,清单,纸币|0|0
billion|[ˈbɪljən]|n. 十亿|0|0
biology|[baɪˈɒlədʒi]|n. 生物(学)|0|0
bird|[bə:d]|n. 鸟|0|0
birthday|['bə:θdei]|n.生日|0|0
bit|[bit]|n.一点儿,小片|0|0
black|[blæk]|adj. 黑色的|0|0
blackboard|[ˈblækbɔːrd]|n. 黑板|0|0
bleat|[bli:t]|v&n.羊叫(声)|0|0
blind|[blaɪnd]|adj. 瞎的,盲的|0|0
blouse|[blaʊz]|n. 女衬衫|0|0
blow|[bləu]|v.吹|0|0
blue|[bluː]|adj & n. 蓝色(的)|0|0
boat|[bəut]|v.划船|0|0
boating|['bəutiŋ]|n.划船|0|0
body|[ˈbɑdi]|n.身体|0|0
book|[buk]|v.预定（戏票、车票等）|0|0
bookmark|[ˈbʊkmɑːrk]|n.书签|0|0
bookshop|['bukʃɔp]|n.书店|0|0
boot|[buːt]|n. 长统鞋|0|0
boring|[ˈbɔrɪŋ]|adj.令人厌烦的|0|0
borrow|['bɔrəu]|v.借|0|0
both|[bəuθ]|adj. & pron.两个(人....)都|0|0
both…and…|[boʊθ … ənd …]|phr....和...都|0|0
bottle|[ˈbɒtl]|n. 瓶|0|0
bowl|[bəul]|n.碗|0|0
box|[bɔks]|n. 盒子,箱子|0|0
boy|[bɔi]|n. 男孩|0|0
bread|[bred]|n.面包|0|0
break|[breɪk]|v.折断,断裂,破碎|0|0
breakfast|[ˈbrɛkfəst]|n. 早餐|0|0
breathe|[briːð]|v.呼吸|0|0
bridge|[brɪdʒ]|n. 桥牌|0|0
bright|[braɪt]|adj. 明亮的,晴朗的|0|0
brightly|[ˈbraɪtli]|adv. 明亮地,闪亮地|0|0
bring|[briŋ]|v.带来,拿来|0|0
brochure|[brəu'ʃjuə]|n.小册子|0|0
broke|[brəuk]|v.折断;打破|0|0
broken|['brəukən]|adj.弄坏了的|0|0
broom|[brʊm]|n. 扫帚|0|0
brother|[ˈbrʌðər]|n. 兄,弟|0|0
brown|[braʊn]|adj & n. 棕色(的),褐色(的)|0|0
brush|[brʌʃ]|n.刷子，毛笔，画笔|0|0
build|[bild]|v.建立，建造，建设|0|0
building|['bildiŋ]|n.建筑物|0|0
bus|[bʌs]|n. 公共汽车|0|0
business|[ˈbɪznəs]|n.商业；生意；事务|0|0
businessman|['biznismæn]|n.商人|0|0
busy|['bizi]|adj.忙的,繁忙的|0|0
but|[bʌt]|prep.除了|0|0
butter|['bʌtə]|n.黄油|0|0
button|['bʌtn]|n.按钮，纽扣|0|0
buy|[bai]|v.买|0|0
by|[bai]|prep.乘车(船等)|0|0
by the time|[baɪ ðə taɪm]|phr.到…的时候|0|0
bye|[baɪ]|int. 再见|0|0
cabbage|['kæbidʒ]|n.卷心菜,洋白菜|0|0
cafe|[kə'fei]|n.小餐馆,咖啡厅|0|0
cage|[keidʒ]|n.笼(子),鸟笼|0|0
cake|[keik]|n. 蛋糕,饼,糕|0|0
call|[kɔ:l]|v&n.称呼,叫喊,打电话给 电话,通话|0|0
camera|[kæmərə]|n.照相机|0|0
can|[kæn]|v.aux. 能,可以,会|0|0
can't|[kænt]|v.aux. can not 的缩写形式|0|0
cancer|[ˈkænsə]|n.癌症|0|0
candle|['kændl]|n.蜡烛|0|0
canoe|[kəˈnuː]|v.乘独木舟|0|0
cap|[kæp]|n. 便帽,军帽|0|0
capital|['kæpitl]|n.首都|0|0
captain|[ˈkæptən]|n.（足球队等）队长|0|0
car|[kɑ:]|n. 汽车,小汽车|0|0
card|[kɑːrd]|n.纸牌,卡片|0|0
care|[kɛə]|n.小心,照料,保护|0|0
careful|[ˈkɛəfʊl]|adj. 小心的;仔细的|0|0
carefully|[ˈkɛəfʊli]|adv. 小心地;仔细地|0|0
careless|[ˈkɛrləs]|adj.粗心的,大意的|0|0
carrot|['kærət]|n.胡萝卜|0|0
carry|[ˈkæri]|v. 携带;搬运;运送|0|0
carry on|[ˈkæri ɒn]|phr.坚持下去，继续下去|0|0
cat|[kæt]|n. 猫|0|0
catch|[kætʃ]|v.捉;抓住|0|0
cause|[kɔːz]|v. 引起|0|0
celebrate|['selibreit]|v.庆祝|0|0
cent|[sent]|n.(货币)分|0|0
centre|['sɛntɚ]|n.中心|0|0
century|['sentʃuri]|n.世纪,百年|0|0
certainly|[ˈsɜːrtənli]|adv. 当然|0|0
chair|[tʃer]|n. 椅子|0|0
challenge|[ˈtʃælɪndʒ]|n.挑战|0|0
chance|[tʃɑ:ns]|n.机会|0|0
change|[tʃeɪndʒ]|v.变化,变更,改变|0|0
channel|[ˈtʃænəl]|n.海峡；航道；频道；波段|0|0
chart|[tʃɑːt]|n.图表|0|0
cheap|[tʃi:p]|adj.便宜的|0|0
check|[tʃɛk]|v. 检查,核对|0|0
check-out|[tʃɛk aʊt]|n.（购货时的）结帐台，收银台|0|0
cheese|[tʃi:z]|n.乳酪|0|0
chemistry|[ˈkɛmɪstri]|n. 化学|0|0
chess|[tʃes]|n.国际象棋|0|0
chicken|['tʃikin]|n.鸡,鸡肉|0|0
child|[tʃaɪld]|n. 小孩|0|0
children|['tʃɪldrən]|n. child的复数形式|0|0
chimney|[tʃimni]|n.烟囱，烟筒|0|0
chips|[tʃip]|n.(口语)炸士豆儿条|0|0
chocolate|['tʃɔkəlit]|n.巧克力,巧克力糖|0|0
choose|[tʃuːz]|v. 选择,挑选|0|0
chopsticks|['tʃɔpstiks]|n.(常用复数)筷子|0|0
church|[tʃə:tʃ]|n.教堂,教会|0|0
cinema|['sinimə]|n.电影院,电影|0|0
circle|[sə:kl]|v.环绕，绕行&n.圆，圈子|0|0
city|['siti]|n.城市|0|0
class|[klɑ:s]|n. 同一个班的学生|0|0
classmate|[ˈklɑːsmeɪt]|n. 同班同学|0|0
classroom|[ˈklæsruːm]|n. 教室|0|0
clean|[kli:n]|adj.干净的,清洁的|0|0
clean up|['kli:n ʌp]|phr.清除，收拾干净|0|0
cleaner|['kli:nə]|n.清洁工|0|0
clear|[kliə]|adj.清晰的;清楚的;明亮的|0|0
clearly|['kliəli]|adv.清楚地|0|0
clever|[ˈklɛvə]|adj.聪明的,机灵的|0|0
click|[klik]|n & v 咔哒声;发出咔哒声|0|0
climb|[klaim]|v.爬,攀登|0|0
clock|[kl∧k]|n. 钟|0|0
close|[kləuz]|v.关;闭|0|0
closed|[kləuzd]|adj.关着的|0|0
clothes|[kloʊðz]|n. 衣服|0|0
cloud|[klaʊd]|n.云|0|0
cloudy|[ˈklaʊdi]|adj.多云的,阴天的|0|0
club|[klʌb]|n.俱乐部，社团|0|0
coat|[kəʊt]|n. 外套,上衣|0|0
code|[kəud]|n.密码,符号|0|0
coffee|['kɔfi]|n.咖啡|0|0
coin|[kɔin]|n.硬币|0|0
coke|[kəuk]|n.(口语)可口可乐|0|0
collect|[kəˈlɛkt]|v.收集；搜集|0|0
college|['kɔlidʒ]|n.学院,高等专科学校|0|0
colour|[ˈkʌlər]|n.颜色；v. 给...着色|0|0
colourful|['kʌləfəl]|adj.颜色艳丽的|0|0
come|[kʌm]|v. 来|0|0
come down|[kʌm daʊn]|phr.下来，落|0|0
come in|[kʌm ɪn]|phr. 进来,进入|0|0
come on|[kʌm ɒn]|phr. 来吧,跟着来,赶快|0|0
come out|[kʌm aʊt]|phr.(花)开,发(芽),出来|0|0
come to oneself|[kʌm tuː wʌnˈsɛlf]|phr.苏醒,恢复知觉|0|0
come true|[kʌm truː]|phr.实现|0|0
come up with|[kʌm ʌp wɪð]|phr.找到；提出（答案，办法）|0|0
comfortable|['kʌmfətəbl]|adj.舒适的；舒服的|0|0
company|['kʌmpəni]|n.公司|0|0
competition|[kɒmpɪˈtɪʃən]|n.比赛；竞争|0|0
complain|[kəmˈpleɪn]|v.抱怨,发牢骚|0|0
composition|[,kɔmpə'ziʃən]|n.作文,作品|0|0
computer|[kəm'pju:tə]|n. 电脑,电子计算机|0|0
conductor|[kənˈdʌktə]|n. (汽车,电车上的)售票员,列车员|0|0
confidence|['kɔnfidəns]|n.信心，自信|0|0
confident|[ˈkɑnfɪdənt]|adj.有自信的，确信的|0|0
congratulation|[kənˌɡrætʃuˈleɪʃən]|n. (常用复数)祝贺,庆贺|0|0
connect|[kə'nekt]|v.连接，相连，联系|0|0
contribution|[,kɔntri'bju:ʃən]|n.贡献|0|0
conversation|[ˌkɑːnvərˈseɪʃən]|n.会话，谈话|0|0
cook|[kuk]|v&n.烹调,煮,烧;炊事员,厨师|0|0
cookie|[ˈkʊki]|n. 小甜饼|0|0
cool|[ku:l]|adj.（俚语）了不起|0|0
copy|[ˈkɒpi]|v.抄写|0|0
coral|['kɔrəl]|n.珊瑚|0|0
corn|[kɔ:n]|n.(美)玉米,谷类庄稼|0|0
corner|['kɔ:nə]|n.角落,(街道)拐角|0|0
correct|[kə'rekt]|adj.改正|0|0
cost|[kɔst]|v.价钱为，花费（金钱、时间等）|0|0
cotton|[kɔtn]|n.棉花|0|0
cough|[kɒf]|v.&n.咳嗽|0|0
could|[kʊd]|v.aux. (口语,表示许可或请求)可以,行|0|0
count|[kaʊnt]|v. 数,点数|0|0
country|['kʌntri]|n.乡村,郊外|0|0
countryside|[ˈkʌntrisɑɪd]|n.乡下，农村|0|0
cousin|[ˈkʌzn]|n.堂(表)兄弟,堂(表)姐妹|0|0
cover|['kʌvə]|v.覆盖|0|0
cow|[kau]|n.母牛,乳牛|0|0
crash|[kræʃ]|v.坠落，冲撞|0|0
cream|[kri:m]|n.奶油;乳脂|0|0
credit|[ˈkrɛdɪt]|n.信用|0|0
credit card|[ˈkrɛdɪt kɑrd]|n.信用卡|0|0
crop|[krɒp]|n.庄稼,收成|0|0
cross|[krɔːs]|v.越过；穿过|0|0
crossing|['krɔ:siŋ]|n.十字路口,交叉点|0|0
crow|['kroʊ]|v.拥挤|0|0
cry|[kraɪ]|v.哭,叫喊|0|0
cup|[kʌp]|n. 杯子|0|0
cupboard|['kʌbəd]|n.碗橱,小橱(柜)|0|0
cut|[kʌt]|v.割,砍,切|0|0
cut down|['kʌt daun]|phr.砍倒|0|0
dad|[dæd]|n. (口语)爸爸,爹爹|0|0
dance|[dæns]|v. 跳舞|0|0
danger|[deindʒə]|n.危险|0|0
dangerous|['deindʒərəs]|adj.危险的|0|0
dark|[dɑːrk]|adj. 深(浓)色的,黑暗的|0|0
date|[deɪt]|n.日期|0|0
daughter|[ˈdɔːtər]|n. 女儿|0|0
day|[dei]|n.日,一天|0|0
daytime|[ˈdeɪˌtaɪm]|n.白天|0|0
dead|[ded]|adj.死的|0|0
deaf|[dɛf]|adj. 聋的|0|0
deal|[di:l]|n.（口语）协议，交易|0|0
dear|[diə]|adj.亲爱的;可爱的|0|0
death|[deθ]|n.死,死亡|0|0
decide|[dɪˈsaɪd]|v. 决定,决心|0|0
decision|[dɪˈsɪʒən]|n.决定|0|0
decorate|[dekəreit]|v.装饰，修饰|0|0
deep|[di:p]|adj.深的|0|0
deer|[diə]|n.(pl.deer)鹿|0|0
delicious|[di'liʃəs]|adj.美味的,可口的|0|0
describe|[dɪˈskraɪb]|v.描写；叙述|0|0
description|[dɪˈskrɪpʃən]|n.描述，描写|0|0
desert|[dezət]|n.沙漠|0|0
deserve|[dɪˈzɜrv]|v.应得，值得…|0|0
desk|[desk]|n. 书桌|0|0
detective|[dɪˈtɛktɪv]|n.侦探|0|0
develop|[dɪˈveləp]|v. 发展,研制,开发|0|0
diagram|[ˈdaɪəɡræm]|n.图表|0|0
dictionary|['dikʃəneri]|n.字典;词典|0|0
die|[dai]|v.死亡|0|0
difference|['difərəns]|n.不同,差异|0|0
different|['difərənt]|adj.不同的|0|0
difficult|[ˈdɪfɪkəlt]|adj.困难的,难的|0|0
dig|[dig]|v.挖，掘|0|0
digital|[didʒitəl]|adj.数字似的|0|0
dim|[dɪm]|adj. 微暗的,昏暗的|0|0
dinner|['dinə]|n.正餐,晚餐|0|0
dinosaur|[dainəsɔ:]|n.恐龙|0|0
directly|[di'rektli]|adv.直接地|0|0
dirty|[ˈdɜːrti]|adj.脏的|0|0
disappear|[disə'piə]|v.消失|0|0
disappearance|[disə'piərəns]|n.消失|0|0
discover|[dis'kʌvə]|v.发现，发觉|0|0
discuss|[di'skʌs]|v.讨论,议论|0|0
discussion|[dɪ'skʌʃən]|n.讨论|0|0
disease|[dɪˈziːz]|n. 疾病|0|0
dish|[diʃ]|n.一道菜,盘,碟|0|0
display|[di'splei]|n.陈列|0|0
disturb|[dis'tə:b]|v.妨碍,打扰|0|0
dive|[daɪv]|v.潜入(水中),跳水|0|0
diver|['daɪvər]|n.潜入水中的人,潜水员|0|0
do|[duː]|v. 做,干,行动|0|0
doctor|[ˈdɑːktər]|n. 医生|0|0
document|[dɔkjumənt]|n.公文，文件|0|0
dog|[dɔːɡ]|n. 狗|0|0
doll|[dɒl]|n. 玩具娃娃|0|0
dollar|['dɔlə]|n.元(美,加拿大等国的货币单位)|0|0
dolphin|['dɔlfin]|n.海豚|0|0
don't|[dəunt]|do not 的缩写形式|0|0
door|[dɔːr]|n. 门|0|0
doorbell|['dɔ:bel]|n.门铃|0|0
double|['dʌbl]|adj & v 双重的，双倍的|0|0
down|[daʊn]|adv. 向下|0|0
download|['daʊnˌloʊd]|v.下载|0|0
downstairs|[ˈdaʊnˈstɛəz]|adj & adv. (在)楼下,(往)楼下|0|0
draw|[drɔː]|v. 画;绘制|0|0
dream|[driːm]|n.&v.梦,梦想; 做梦,向往|0|0
dress|[drɛs]|n. 女服,(统称)衣服|0|0
drink|[driŋk]|n.&v.饮料;喝|0|0
driver|['draivə]|n.司机,驾驶员|0|0
